,alias,title,poi_id,poi_name,poi_distance,poi_location.address1,poi_rating,free_bikes,station_lat,station_long
168,bars,Bars,Dv-n8rW1l8r2MZ2neW7rpw,La Hacienda Restaurant and Bar,158.94168572330761,150 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
169,italian,Italian,XCPxbHLo0kmWSQv3ZqJvBg,Pazza on Porter,409.51100753707135,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
170,lounges,Lounges,XCPxbHLo0kmWSQv3ZqJvBg,Pazza on Porter,409.51100753707135,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
171,italian,Italian,5GpWwHKMX4yObZrsguE80A,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
172,sandwiches,Sandwiches,5GpWwHKMX4yObZrsguE80A,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
173,salad,Salad,5GpWwHKMX4yObZrsguE80A,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
174,newamerican,New American,gKnkxVBk1Tstu5QnBjk86w,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
175,seafood,Seafood,gKnkxVBk1Tstu5QnBjk86w,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
176,breakfast_brunch,Breakfast & Brunch,gKnkxVBk1Tstu5QnBjk86w,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
177,coffee,Coffee & Tea,wQ6ymrYyzZHve2FGOcoVGw,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
178,breakfast_brunch,Breakfast & Brunch,wQ6ymrYyzZHve2FGOcoVGw,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
179,juicebars,Juice Bars & Smoothies,wQ6ymrYyzZHve2FGOcoVGw,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
180,pizza,Pizza,6fF-nAA2AWTPYF2vlOzqtg,Santarpio's Pizza,475.2697557220996,111 Chelsea St,4.0,7.0,-71.0410200806291,42.373312125824704
181,bakeries,Bakeries,-wB-P4r8knsWw17CTXRamQ,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
182,salvadoran,Salvadoran,-wB-P4r8knsWw17CTXRamQ,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
183,mexican,Mexican,-wB-P4r8knsWw17CTXRamQ,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
184,colombian,Colombian,TqDtTxBTd7a1mrJWSS2cNA,El Peñol,421.59299356942944,54 Bennington St,4.5,7.0,-71.0410200806291,42.373312125824704
185,italian,Italian,OP0xCQM6ih4VEhl2t39Z-g,Rino's Place,911.3553277378131,258 Saratoga St,4.0,7.0,-71.0410200806291,42.373312125824704
186,latin,Latin American,DNZCvkW_oDXQjJHqR3bRLw,Topacio Restaurant,153.27298795381702,120 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
187,tacos,Tacos,DNZCvkW_oDXQjJHqR3bRLw,Topacio Restaurant,153.27298795381702,120 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
188,italian,Italian,lLPXuKq9jRU06teLRtUjpA,D'Parma Restaurant,448.15032646822783,182 Sumner St,4.0,7.0,-71.0410200806291,42.373312125824704
189,seafood,Seafood,XPxn2iIYdJdc2ErCrWw-rQ,il Molo,1216.9348581316349,326 Commercial St,4.5,7.0,-71.0410200806291,42.373312125824704
190,pizza,Pizza,IQq7T1wRH5vUhTbKAPzw1Q,Dirty Water Dough,203.46629119813932,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
191,salad,Salad,IQq7T1wRH5vUhTbKAPzw1Q,Dirty Water Dough,203.46629119813932,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
192,sandwiches,Sandwiches,IQq7T1wRH5vUhTbKAPzw1Q,Dirty Water Dough,203.46629119813932,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
193,bars,Bars,SeCCwykRJ7Y7S5Qok4px2w,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
194,newamerican,New American,SeCCwykRJ7Y7S5Qok4px2w,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
195,seafood,Seafood,SeCCwykRJ7Y7S5Qok4px2w,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
196,mexican,Mexican,9nh19TrTD6OoiEiOuCoejA,Cactus Mexican Grill,382.07743203250425,44 Maverick Sq,4.0,7.0,-71.0410200806291,42.373312125824704
197,salvadoran,Salvadoran,9nh19TrTD6OoiEiOuCoejA,Cactus Mexican Grill,382.07743203250425,44 Maverick Sq,4.0,7.0,-71.0410200806291,42.373312125824704
198,italian,Italian,J3Xb6uihPkZOKe4wNmYGFQ,Prezza,1369.377310513071,24 Fleet St,4.0,7.0,-71.0410200806291,42.373312125824704
199,desserts,Desserts,J3Xb6uihPkZOKe4wNmYGFQ,Prezza,1369.377310513071,24 Fleet St,4.0,7.0,-71.0410200806291,42.373312125824704
200,salad,Salad,J3Xb6uihPkZOKe4wNmYGFQ,Prezza,1369.377310513071,24 Fleet St,4.0,7.0,-71.0410200806291,42.373312125824704
201,juicebars,Juice Bars & Smoothies,CR7E75UvIFiQw_I8FAnSLA,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
202,markets,Fruits & Veggies,CR7E75UvIFiQw_I8FAnSLA,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
203,sandwiches,Sandwiches,CR7E75UvIFiQw_I8FAnSLA,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
204,speakeasies,Speakeasies,EyH4V9Gbo0Qkv_4FovnwUg,Next Door Speakeasy & Raw Bar,407.20406650254955,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
205,raw_food,Live/Raw Food,EyH4V9Gbo0Qkv_4FovnwUg,Next Door Speakeasy & Raw Bar,407.20406650254955,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
206,cocktailbars,Cocktail Bars,EyH4V9Gbo0Qkv_4FovnwUg,Next Door Speakeasy & Raw Bar,407.20406650254955,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
207,mexican,Mexican,XdksV-gUjkNoAAkdWsrXPA,Angela's Cafe - Eagle Hill,758.0878871081896,131 Lexington St,4.0,7.0,-71.0410200806291,42.373312125824704
208,breakfast_brunch,Breakfast & Brunch,XdksV-gUjkNoAAkdWsrXPA,Angela's Cafe - Eagle Hill,758.0878871081896,131 Lexington St,4.0,7.0,-71.0410200806291,42.373312125824704
209,mexican,Mexican,bgV_tFbmVDKBxZni2my7XA,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
210,salvadoran,Salvadoran,bgV_tFbmVDKBxZni2my7XA,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
211,seafood,Seafood,bgV_tFbmVDKBxZni2my7XA,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
