,latitude,longitude,free_bikes
250,42.36466403441681,-71.17569386959076,7.0
251,42.398135645582464,-71.030709722545,8.0
252,42.390226711033826,-71.03857017704286,10.0
253,42.39453079292221,-71.03085594484583,11.0
254,42.39636527849676,-71.03987179230899,11.0
255,42.398417726101584,-71.02390923402707,9.0
256,42.36762048745005,-71.1565663665533,12.0
257,42.346551241753566,-71.1283321143128,3.0
258,42.32784317478686,-71.1253622174263,1.0
259,42.40935395518158,-71.14906518727366,2.0
260,42.383638948222654,-71.10853672027588,4.0
261,42.3931961102951,-71.03344559669495,11.0
262,42.37426713524931,-71.10026478767395,2.0
263,42.380078,-71.090098,0.0
264,42.36895180540729,-71.10998779535294,2.0
265,42.52345239346618,-70.89611113071442,10.0
266,42.51803519796769,-70.89570075273514,6.0
267,42.51836788262243,-70.88952362537384,5.0
268,42.51142784358897,-70.89183300733566,2.0
269,42.50182398896298,-70.89478075504303,6.0
270,42.358477644348106,-71.06135129928589,5.0
271,42.39301840035393,-71.08071684837341,9.0
272,42.38536765218425,-71.13775670528412,13.0
273,42.3443517550051,-71.12490355968475,3.0
274,42.32464510949409,-71.12135231494904,7.0
275,42.390719,-71.1538877,14.0
276,42.389456,-71.139019,8.0
277,42.3607028354884,-71.05524927377701,13.0
278,42.29704126420948,-71.09171926975249,13.0
279,42.31242399029812,-71.09616905450821,4.0
280,42.408337058129746,-70.99804848432541,7.0
281,42.40715655698643,-70.99272429943085,5.0
282,42.35766247889882,-71.1084133386612,2.0
283,42.278747,-71.080286,9.0
284,42.2556,-71.12444,15.0
285,42.28578,-71.109725,7.0
286,42.2681,-71.11924,9.0
287,42.36473898691789,-71.05934903025626,1.0
288,42.3864,-71.09601,0.0
289,42.340122426966424,-71.12070563810447,4.0
290,42.371141,-71.076198,2.0
291,42.365673,-71.064263,1.0
292,42.339202,-71.090511,13.0
293,42.41606457115141,-71.15336636682059,9.0
294,42.366446738529454,-71.07654601335526,12.0
295,42.2568376,-71.122509,7.0
296,42.373328798874056,-71.12098601080106,14.0
297,42.2645666,-71.1145523,2.0
298,42.3664204,-71.0885418,16.0
299,42.3533905070523,-71.04457139968872,6.0
300,42.363871,-71.050877,1.0
301,42.35148193460858,-71.04436084628105,23.0
302,42.358155,-71.052163,7.0
303,42.357143,-71.050699,14.0
304,42.344827,-71.028664,11.0
305,42.370744,-71.044201,12.0
306,42.351586001198456,-71.04569256305693,13.0
307,42.364119035231525,-71.02876782417297,5.0
308,42.341780891371904,-71.03987016504107,15.0
309,42.3481,-71.03764,7.0
310,42.33329254719182,-71.10124647617339,0.0
311,42.36590788445084,-71.06446668505669,18.0
312,42.3502102,-71.0446705,8.0
313,42.33420351352245,-71.08767616843123,13.0
314,42.5223714,-70.8903331,7.0
315,42.34949599514002,-71.10057592391968,17.0
316,42.371976784679745,-71.07200495972165,6.0
317,42.37964789967527,-71.09540475672475,7.0
318,42.338431795290944,-71.08169049924982,1.0
319,42.367074071490926,-71.07679277658461,8.0
320,42.38736953747185,-71.12761001482795,0.0
321,42.4023682,-71.07573182424781,8.0
322,42.3629016,-71.0915669,22.0
323,42.3867355,-71.0946444,4.0
324,42.33584612997077,-71.08038157224655,12.0
325,42.38004534693313,-71.0730457305908,21.0
326,42.516223,-70.905535,4.0
327,42.506395,-70.88693,3.0
328,42.369239074859216,-71.11687034368515,3.0
329,42.523994,-70.89684,9.0
330,42.520136,-70.906271,4.0
331,42.520897,-70.910528,2.0
332,42.331370168043215,-71.1268836054569,12.0
333,42.411709,-71.110444,10.0
334,42.417724,-71.108102,8.0
335,42.401697,-71.106128,11.0
336,42.373079797934935,-71.08634233665725,5.0
337,42.36304549626695,-71.08287078916874,13.0
338,42.426541,-71.073179,9.0
339,42.42386,-71.067793,7.0
340,42.408156,-71.0429,9.0
341,42.40087950159558,-71.12590793383788,11.0
342,42.52989964975891,-70.90614259243011,3.0
343,42.426537658440544,-71.06393694877625,4.0
344,42.36903566594827,-71.08630959910442,7.0
345,42.395221870310664,-71.14421904097979,8.0
346,42.343048583900966,-71.05803430091328,16.0
347,42.375447604963405,-71.09117388747109,13.0
348,42.39189811591863,-71.09745375830244,8.0
349,42.39936816059618,-71.11111521723615,14.0
350,42.390446216041305,-71.10856622457504,5.0
351,42.345733,-71.100694,6.0
352,42.325333,-71.075354,1.0
353,42.299633488420625,-71.06068975823291,15.0
354,42.29266592872725,-71.12119538714069,11.0
355,42.36759307632294,-71.18751436471939,3.0
356,42.356052,-71.069849,11.0
357,42.354104081396585,-71.21382214128971,5.0
358,42.33987891612856,-71.16708934307098,8.0
359,42.351458116963016,-71.20764970779419,5.0
360,42.3362358,-71.1934421,6.0
361,42.346197076555455,-71.10728681087494,5.0
362,42.33985827126298,-71.13421171095978,0.0
363,42.33826680058037,-71.13894682028331,1.0
364,42.341598,-71.123338,3.0
365,42.3511419825475,-71.07329249382019,15.0
366,42.349589423682445,-71.0794677917329,12.0
367,42.348803822833936,-71.08236908912659,17.0
368,42.34414898749529,-71.11467361450195,10.0
369,42.34992828230057,-71.07739206866427,23.0
370,42.40701601597739,-71.05645000935965,9.0
371,42.33759485033856,-71.08255058528357,3.0
372,42.40721644126376,-71.09651505947113,2.0
373,42.41081837243052,-71.08152866385353,7.0
374,42.423331368452885,-71.09124541293568,5.0
375,42.36356498989399,-71.10044184048091,5.0
376,42.33661005730433,-71.11004680395126,21.0
377,42.48628784971989,-70.90166732668875,6.0
378,42.520096183311445,-70.8913904428482,5.0
379,42.32293117195949,-71.10014140605927,6.0
380,42.52810051875824,-70.88971138000488,8.0
381,42.364474565180565,-71.12840831285212,8.0
382,42.37410622047334,-71.03276252757496,0.0
383,42.291718,-71.062571,2.0
384,42.365678711213775,-71.04030132293701,15.0
385,42.37197725963389,-71.07585847383234,4.0
386,42.37433925370521,-71.11966431146357,13.0
387,42.38294430172271,-71.12449831038248,2.0
388,42.403369462300134,-71.04731440549585,10.0
389,42.415327096032044,-71.05281829839441,3.0
390,42.360441356231235,-71.05043940246105,14.0
391,42.390821,-71.143946,4.0
392,42.303674088927075,-71.05425953865051,12.0
393,42.27960759693163,-71.06022119527552,4.0
394,42.29225148276875,-71.07797205453608,9.0
395,42.30321534982497,-71.07820987712329,0.0
396,42.269988465946064,-71.09746182817616,4.0
397,42.3384884941905,-71.09261138044758,9.0
398,42.36412658996667,-71.0873863200095,23.0
399,42.41759089672136,-71.12608127863496,9.0
400,42.31870274532011,-71.05889977661718,6.0
401,42.30981924861789,-71.06019938382815,13.0
402,42.344796,-71.031614,9.0
403,42.340835,-71.0816197,0.0
404,42.38322726839113,-71.10606908798218,1.0
405,42.38103731531107,-71.08709779349738,2.0
406,42.359322,-71.059624,0.0
407,42.3834575023727,-71.10771059989929,6.0
408,42.398444,-71.107833,4.0
409,42.390509,-71.089455,9.0
410,42.352808,-71.067585,21.0
