,latitude,longitude,free_bikes
1,42.386781,-71.006098,8.0
2,42.368844082898356,-71.03977829217911,9.0
3,42.369536,-71.039431,7.0
4,42.383532520117896,-71.01619094610214,2.0
5,42.373312125824704,-71.0410200806291,7.0
6,42.310579,-71.107341,19.0
7,42.361780439606044,-71.10809952020645,1.0
8,42.326599,-71.066498,13.0
9,42.37119727759414,-71.09759867191315,10.0
10,42.341332,-71.076847,3.0
11,42.331184,-71.095171,15.0
12,42.34652003998412,-71.08065776545118,13.0
13,42.352175,-71.055547,39.0
14,42.35892,-71.057629,10.0
15,42.33758601097239,-71.09627097845076,8.0
16,42.3391085,-71.0514432,9.0
17,42.34024644768889,-71.15168806174552,9.0
18,42.36599432867437,-71.09522221614498,2.0
19,42.335543083570826,-71.15061519672052,2.0
20,42.274620671812244,-71.09372552493369,5.0
21,42.345392,-71.069616,10.0
22,42.344650628878306,-71.09732501226972,2.0
23,42.353334,-71.137313,1.0
24,42.344792,-71.044024,8.0
25,42.2945833,-71.087111,10.0
26,42.290333,-71.071806,10.0
27,42.335741,-71.03877,4.0
28,42.36550728505653,-71.0801375997653,7.0
29,42.336585554561154,-71.0988699646623,8.0
30,42.309054,-71.11543,9.0
31,42.32176525723952,-71.10984160567114,2.0
32,42.315692,-71.098634,10.0
33,42.397828,-71.130516,7.0
34,42.34942609892521,-71.06209959843909,17.0
35,42.351356,-71.059367,15.0
36,42.355536284897084,-71.07286870479584,11.0
37,42.354979,-71.063348,7.0
38,42.3350989929096,-71.07903778553009,2.0
39,42.34254913737952,-71.07421449387857,14.0
40,42.38032335045416,-71.10878612855231,7.0
41,42.3334,-71.02495,3.0
42,42.35096144421219,-71.07782810926437,17.0
43,42.28634589486312,-71.13672129828046,13.0
44,42.35668334969929,-71.06166645884514,12.0
45,42.37927324600841,-71.10341902831351,6.0
46,42.36027370454934,-71.12852452327388,8.0
47,42.316902,-71.091946,7.0
48,42.3936,-71.143941,11.0
49,42.3636929,-71.0875672,18.0
50,42.355601213279265,-71.10394477844238,15.0
51,42.386141411639564,-71.07828140258789,17.0
52,42.32143814183195,-71.09126061201096,11.0
53,42.35957320109044,-71.10129475593567,0.0
54,42.33376472623494,-71.12046446660315,10.0
55,42.354659,-71.053181,16.0
56,42.387995,-71.119084,6.0
57,42.36608797388682,-71.08633603909765,12.0
58,42.379011,-71.119945,1.0
59,42.40449,-71.123413,6.0
60,42.376369,-71.114025,11.0
61,42.30785224238503,-71.06512248516083,6.0
62,42.3621312344991,-71.09115600585936,33.0
63,42.352409,-71.062679,16.0
64,42.366621,-71.114214,0.0
65,42.378338,-71.048927,14.0
66,42.35154734791375,-71.12126246094704,1.0
67,42.34011512249236,-71.10061883926392,12.0
68,42.300923,-71.114249,2.0
69,42.33023070528729,-71.05060093123029,7.0
70,42.34521562115022,-71.0638403149278,3.0
71,42.3294633,-71.0901582,1.0
72,42.34924376955301,-71.09728209692548,8.0
73,42.36135837662249,-71.09670273977825,16.0
74,42.380788172914286,-71.15412890911102,8.0
75,42.377945,-71.116865,14.0
76,42.33664795427071,-71.0689445958451,15.0
77,42.36860524248197,-71.09930185605663,11.0
78,42.400877,-71.116772,0.0
79,42.396969,-71.123024,9.0
80,42.3625,-71.08822,18.0
81,42.380287,-71.125107,1.0
82,42.357218503176526,-71.1138716340065,4.0
83,42.338514601785995,-71.07404083013535,22.0
84,42.348706,-71.097009,24.0
85,42.34881026188269,-71.04167744055303,10.0
86,42.33462893055976,-71.10407917767589,2.0
87,42.35732921867706,-71.14673539996147,10.0
88,42.39329263225162,-71.0724475979805,9.0
89,42.348358628170445,-71.13997217276847,1.0
90,42.2856944,-71.0641389,2.0
91,42.39120971915856,-71.12260755160605,15.0
92,42.287072,-71.127754,14.0
93,42.267902,-71.093641,5.0
94,42.38674802045056,-71.11901879310608,2.0
95,42.38100143038052,-71.10402522613185,3.0
96,42.37500235137831,-71.14871613699506,15.0
97,42.34953016890375,-71.13022770741735,1.0
98,42.28297567840305,-71.05466698296368,13.0
99,42.344040510016356,-71.05737626552582,14.0
100,42.347763454147454,-71.0453599691391,12.0
101,42.34922469338298,-71.13275302578586,7.0
102,42.3581,-71.093198,23.0
103,42.36507,-71.1031,3.0
104,42.34894857235593,-71.15027189254761,9.0
105,42.3489528466951,-71.16031676530838,8.0
106,42.3106,-71.0539,13.0
107,42.36264779118595,-71.10006093978882,6.0
108,42.37408991426522,-71.06905996799469,0.0
109,42.303469,-71.085347,3.0
110,42.309572,-71.0729,2.0
111,42.343749,-71.062256,0.0
112,42.351828068920675,-71.06781138111728,15.0
113,42.32039374304257,-71.05355408051764,2.0
114,42.36769018024484,-71.07116281986237,2.0
115,42.395588457167094,-71.14260613918304,11.0
116,42.37478628706384,-71.13320231437683,4.0
117,42.381650612901176,-71.13426981498378,0.0
118,42.309796,-71.092225,12.0
119,42.35775309465199,-71.10393404960632,3.0
120,42.39108438146733,-71.09039425849915,6.0
121,42.362427842912396,-71.08495473861694,20.0
122,42.30791,-71.080952,8.0
123,42.28630716010807,-71.12820532182013,3.0
124,42.31787329345602,-71.08243077993393,3.0
125,42.37250864997261,-71.11305356025696,5.0
126,42.36544486137399,-71.08277142047882,6.0
127,42.371848,-71.060292,8.0
128,42.39648358247693,-71.06546759905541,2.0
129,42.378965,-71.068607,3.0
130,42.361619320766856,-71.0804355052096,17.0
131,42.366277,-71.09169,19.0
132,42.32033973515723,-71.05118036270142,11.0
133,42.372969,-71.094445,2.0
134,42.375603,-71.064608,3.0
135,42.373379,-71.111075,2.0
136,42.338629,-71.1065,13.0
137,42.350406,-71.108279,9.0
138,42.33624444796878,-71.08798563480377,18.0
139,42.3615457081725,-71.13776206970215,13.0
140,42.3374174845973,-71.10286116600037,24.0
141,42.364263440638524,-71.1182756971175,8.0
142,42.34807412317439,-71.07657015323639,5.0
143,42.347241,-71.105301,2.0
144,42.292917,-71.06575,10.0
145,42.370803,-71.104412,2.0
146,42.39836059620832,-71.06373842814719,9.0
147,42.344137,-71.052608,19.0
148,42.345901,-71.063187,17.0
149,42.35317809186252,-71.04817356923377,12.0
150,42.32760387040573,-71.11089169979095,6.0
151,42.34734473177431,-71.1001680795016,13.0
152,42.410346909767846,-71.05260457852637,0.0
153,42.39407223665884,-71.11133694648743,0.0
154,42.306539,-71.107669,11.0
155,42.39517150121575,-71.09850591982195,13.0
156,42.3876281075134,-71.08318716287613,0.0
157,42.392232840046276,-71.07746601104736,10.0
158,42.34854543411198,-71.06559185315746,9.0
159,42.304127927390155,-71.07929527759552,7.0
160,42.38267827521855,-71.143478951426,1.0
161,42.380857,-71.070629,6.0
162,42.351146,-71.066289,17.0
163,42.3436658245146,-71.08582377433777,7.0
164,42.352261,-71.123831,10.0
165,42.374878467440965,-71.06383498767171,5.0
166,42.35169201885973,-71.11903488636017,5.0
167,42.396386809455,-71.12011306006025,4.0
168,42.336448,-71.023739,15.0
169,42.332817,-71.081198,12.0
170,42.392766,-71.129042,5.0
171,42.396105,-71.139459,19.0
172,42.369885,-71.069957,16.0
173,42.388966,-71.132788,3.0
174,42.363560158429884,-71.08216792345047,5.0
175,42.35057,-71.166491,2.0
176,42.386844,-71.09812,12.0
177,42.366426,-71.105495,7.0
178,42.36346469304347,-71.10057324171066,1.0
179,42.373268,-71.118579,17.0
180,42.36224178650923,-71.0831107199192,23.0
181,42.3722168027866,-71.12188071012497,15.0
182,42.316966,-71.104374,3.0
183,42.34135615767354,-71.08336953450817,8.0
184,42.374124549426526,-71.05481199938367,22.0
185,42.385223935870535,-71.01063068965232,9.0
186,42.2773889,-71.09325,9.0
187,42.2873611,-71.071111,1.0
188,42.333922701369964,-71.10446508982932,0.0
189,42.380429474494896,-71.06055721676967,10.0
190,42.362811,-71.056067,4.0
191,42.329842993518085,-71.08386572459494,12.0
192,42.335958979433094,-71.04622899561036,2.0
193,42.36955297756508,-71.08579014980933,2.0
194,42.39790817368333,-71.14797130814623,15.0
195,42.38717463348314,-71.08714388528824,0.0
196,42.34954403114251,-71.0724207387284,13.0
197,42.36041774637169,-71.05752243543975,7.0
198,42.37544912547037,-71.03918548682486,5.0
199,42.278811581565975,-71.11687703062671,5.0
200,42.35294569782581,-71.05656400803126,25.0
201,42.3193094317828,-71.09639923859504,0.0
202,42.3060456272408,-71.11570891001975,12.0
203,42.286331991127746,-71.15344755369732,12.0
204,42.28277901074054,-71.15728851416861,10.0
205,42.277484442008216,-71.16341467955863,10.0
206,42.37207657915397,-71.08995433905875,2.0
207,42.31218918475612,-71.03648586203235,10.0
208,42.36774122306014,-71.0333597474255,6.0
209,42.356560923089404,-71.14167537549292,12.0
210,42.384452256358436,-71.07514854529654,0.0
211,42.332862884862635,-71.09218861916816,9.0
212,42.29606704649873,-71.11601199963843,8.0
213,42.36079296858265,-71.07118962337152,0.0
214,42.34960945333059,-71.10391523698127,15.0
215,42.31886468217537,-71.04536797860419,9.0
216,42.38567578752914,-71.11412136298895,7.0
217,42.41427294293992,-71.04479655659816,5.0
218,42.33274392304887,-71.11626680949485,9.0
219,42.34474224772802,-71.07648162175792,10.0
220,42.341574718737476,-71.06890439987183,0.0
221,42.36125721646537,-71.06528744101524,3.0
222,42.39778339961249,-71.10594004465383,2.0
223,42.343690557197476,-71.10235286881107,10.0
224,42.34679008347347,-71.14549813806661,9.0
225,42.34740620525209,-71.08678414955648,15.0
226,42.41143222973408,-71.06823265090497,7.0
227,42.3598253979878,-71.05979576244862,16.0
228,42.372076114722866,-71.15683130688922,12.0
229,42.365260317694485,-71.18573324459247,9.0
230,42.39239749145834,-71.15058331757609,10.0
231,42.37057753242139,-71.03558540113227,11.0
232,42.36085937353302,-71.08551858007559,27.0
233,42.36277388549605,-71.15764854490408,13.0
234,42.412504507772105,-71.05842225271772,0.0
235,42.4093300667225,-71.06381878293178,0.0
236,42.363003781560096,-71.08974037706501,17.0
237,42.40016804853787,-71.14456963094199,4.0
238,42.406161241322444,-71.06041654944418,5.0
239,42.36054174140606,-71.08669817447662,27.0
240,42.40741,-71.0139,0.0
241,42.408088,-71.008942,2.0
242,42.392525,-71.105587,9.0
243,42.379295,-71.027733,7.0
244,42.324173,-71.10196,5.0
245,42.286012,-71.090986,5.0
246,42.339194,-71.06975,18.0
247,42.368019,-71.1242,9.0
248,42.28887,-71.095003,7.0
249,42.36371276003581,-71.12459778785706,18.0
