,category_alias,category_title,poi_name,poi_distance,poi_address,poi_rating,free_bikes,station_lat,station_long
0,mexican,Mexican,Angela's Cafe - Orient Heights,40.67033565624939,1012 Bennington St,4.5,8.0,-71.006098,42.386781
1,breakfast_brunch,Breakfast & Brunch,Angela's Cafe - Orient Heights,40.67033565624939,1012 Bennington St,4.5,8.0,-71.006098,42.386781
2,italian,Italian,Luna's Restaurant Italian and Latin Cuisine,251.88124675968996,945 Saratoga St,4.5,8.0,-71.006098,42.386781
3,latin,Latin American,Luna's Restaurant Italian and Latin Cuisine,251.88124675968996,945 Saratoga St,4.5,8.0,-71.006098,42.386781
4,bars,Bars,Luna's Restaurant Italian and Latin Cuisine,251.88124675968996,945 Saratoga St,4.5,8.0,-71.006098,42.386781
5,pubs,Pubs,Renegade's Pub,57.613708249649314,1004 Bennington St,4.0,8.0,-71.006098,42.386781
6,burgers,Burgers,Renegade's Pub,57.613708249649314,1004 Bennington St,4.0,8.0,-71.006098,42.386781
7,chinese,Chinese,Little Asia Restaurant,94.50341617692204,991 Bennington St,4.0,8.0,-71.006098,42.386781
8,mexican,Mexican,Mi Pueblito Orient Heights,207.01529477233643,964 Saratoga St,3.5,8.0,-71.006098,42.386781
9,seafood,Seafood,Mi Pueblito Orient Heights,207.01529477233643,964 Saratoga St,3.5,8.0,-71.006098,42.386781
10,breakfast_brunch,Breakfast & Brunch,Mi Pueblito Orient Heights,207.01529477233643,964 Saratoga St,3.5,8.0,-71.006098,42.386781
11,vietnamese,Vietnamese,New Saigon,112.06742695749917,985 Bennington St,4.5,8.0,-71.006098,42.386781
12,sushi,Sushi Bars,Sunny Cafe,62.30875144784778,1000 Bennington St,4.5,8.0,-71.006098,42.386781
13,delis,Delis,Milano's Delicatessen,110.48043038957576,978 Saratoga St,4.0,8.0,-71.006098,42.386781
14,pizza,Pizza,Milano's Delicatessen,110.48043038957576,978 Saratoga St,4.0,8.0,-71.006098,42.386781
15,coffee,Coffee & Tea,Milano's Delicatessen,110.48043038957576,978 Saratoga St,4.0,8.0,-71.006098,42.386781
16,italian,Italian,Sammy Carlo's Delicatessen & Catering,1098.389168976247,567 Bennington St,4.5,8.0,-71.006098,42.386781
17,tradamerican,American,Sammy Carlo's Delicatessen & Catering,1098.389168976247,567 Bennington St,4.5,8.0,-71.006098,42.386781
18,delis,Delis,Sammy Carlo's Delicatessen & Catering,1098.389168976247,567 Bennington St,4.5,8.0,-71.006098,42.386781
19,seafood,Seafood,Royal Roast Beef & Seafood,412.3982411814177,752 Bennington St,4.0,8.0,-71.006098,42.386781
20,tradamerican,American,Royal Roast Beef & Seafood,412.3982411814177,752 Bennington St,4.0,8.0,-71.006098,42.386781
21,latin,Latin American,El Kiosco Restaurant,133.0895990866373,972 Saratoga St,4.0,8.0,-71.006098,42.386781
22,bars,Bars,El Kiosco Restaurant,133.0895990866373,972 Saratoga St,4.0,8.0,-71.006098,42.386781
23,colombian,Colombian,Melodias,130.35253156523774,1045 Saratoga St,4.0,8.0,-71.006098,42.386781
24,pizza,Pizza,Woody's Pizza & Liquors,106.69560536545588,9 Barnes Ave,2.5,8.0,-71.006098,42.386781
25,desserts,Desserts,Saratoga Market Ice Cream,402.94392197116224,16 Trident St,4.5,8.0,-71.006098,42.386781
26,icecream,Ice Cream & Frozen Yogurt,Saratoga Market Ice Cream,402.94392197116224,16 Trident St,4.5,8.0,-71.006098,42.386781
27,bars,Bars,La Fonda Colombiana,133.12079093187896,972 Saratoga St,4.0,8.0,-71.006098,42.386781
28,colombian,Colombian,La Fonda Colombiana,133.12079093187896,972 Saratoga St,4.0,8.0,-71.006098,42.386781
29,donuts,Donuts,Dunkin',208.47059656475165,951 Bennington St E,2.0,8.0,-71.006098,42.386781
30,coffee,Coffee & Tea,Dunkin',208.47059656475165,951 Bennington St E,2.0,8.0,-71.006098,42.386781
31,colombian,Colombian,Napoles Restaurant,840.0956120364749,1233 Bennington St,3.0,8.0,-71.006098,42.386781
32,bars,Bars,Napoles Restaurant,840.0956120364749,1233 Bennington St,3.0,8.0,-71.006098,42.386781
33,buffets,Buffets,Napoles Restaurant,840.0956120364749,1233 Bennington St,3.0,8.0,-71.006098,42.386781
34,pizza,Pizza,Woodys Pizza EF,106.54620504489624,9 Barnes Ave,1.0,8.0,-71.006098,42.386781
35,burgers,Burgers,Woodys Pizza EF,106.54620504489624,9 Barnes Ave,1.0,8.0,-71.006098,42.386781
36,wraps,Wraps,Woodys Pizza EF,106.54620504489624,9 Barnes Ave,1.0,8.0,-71.006098,42.386781
37,coffee,Coffee & Tea,STARBUCKS COFFEE,828.7731604357087,430 William F McClellan Hwy,3.0,8.0,-71.006098,42.386781
38,parks,Parks,Constitution Beach,596.0910992595735,799 Bennington St,4.0,8.0,-71.006098,42.386781
39,swimmingpools,Swimming Pools,Constitution Beach,596.0910992595735,799 Bennington St,4.0,8.0,-71.006098,42.386781
40,beaches,Beaches,Constitution Beach,596.0910992595735,799 Bennington St,4.0,8.0,-71.006098,42.386781
41,bars,Bars,Boston Sail Loft,1133.331214921616,80 Atlantic Ave,4.5,9.0,-71.03977829217911,42.36884408289836
42,tradamerican,American,Boston Sail Loft,1133.331214921616,80 Atlantic Ave,4.5,9.0,-71.03977829217911,42.36884408289836
43,seafood,Seafood,Boston Sail Loft,1133.331214921616,80 Atlantic Ave,4.5,9.0,-71.03977829217911,42.36884408289836
44,tradamerican,American,Cunard Tavern,186.44514041351488,24 Orleans St E,3.5,9.0,-71.03977829217911,42.36884408289836
45,gastropubs,Gastropubs,Cunard Tavern,186.44514041351488,24 Orleans St E,3.5,9.0,-71.03977829217911,42.36884408289836
46,beerbar,Beer Bar,Cunard Tavern,186.44514041351488,24 Orleans St E,3.5,9.0,-71.03977829217911,42.36884408289836
47,italian,Italian,D'Parma Restaurant,70.23921135982252,182 Sumner St,4.0,9.0,-71.03977829217911,42.36884408289836
48,pizza,Pizza,Mida - East Boston,278.9971584470747,65 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
49,italian,Italian,Mida - East Boston,278.9971584470747,65 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
50,wine_bars,Wine Bars,Mida - East Boston,278.9971584470747,65 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
51,beer_and_wine,"Beer, Wine & Spirits",The Quiet Few,362.3206943735236,331 Sumner St,4.5,9.0,-71.03977829217911,42.36884408289836
52,burgers,Burgers,The Quiet Few,362.3206943735236,331 Sumner St,4.5,9.0,-71.03977829217911,42.36884408289836
53,cocktailbars,Cocktail Bars,The Quiet Few,362.3206943735236,331 Sumner St,4.5,9.0,-71.03977829217911,42.36884408289836
54,mexican,Mexican,Taco Mex,123.99268865806869,65 Maverick Sq,3.5,9.0,-71.03977829217911,42.36884408289836
55,latin,Latin American,Taco Mex,123.99268865806869,65 Maverick Sq,3.5,9.0,-71.03977829217911,42.36884408289836
56,seafood,Seafood,Taco Mex,123.99268865806869,65 Maverick Sq,3.5,9.0,-71.03977829217911,42.36884408289836
57,bbq,Barbeque,The Smoke Shop BBQ - East Boston,265.02785139732845,45 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
58,cocktailbars,Cocktail Bars,The Smoke Shop BBQ - East Boston,265.02785139732845,45 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
59,sandwiches,Sandwiches,The Smoke Shop BBQ - East Boston,265.02785139732845,45 Lewis St,4.5,9.0,-71.03977829217911,42.36884408289836
60,newamerican,New American,ReelHouse Boston,445.6038419709808,6 New St,3.5,9.0,-71.03977829217911,42.36884408289836
61,seafood,Seafood,ReelHouse Boston,445.6038419709808,6 New St,3.5,9.0,-71.03977829217911,42.36884408289836
62,breakfast_brunch,Breakfast & Brunch,ReelHouse Boston,445.6038419709808,6 New St,3.5,9.0,-71.03977829217911,42.36884408289836
63,mexican,Mexican,Cactus Mexican Grill,154.7139508379713,44 Maverick Sq,4.0,9.0,-71.03977829217911,42.36884408289836
64,salvadoran,Salvadoran,Cactus Mexican Grill,154.7139508379713,44 Maverick Sq,4.0,9.0,-71.03977829217911,42.36884408289836
65,cafes,Cafes,Cafe Iterum,104.61277823721863,11 Father Jacobbe Rd,4.0,9.0,-71.03977829217911,42.36884408289836
66,italian,Italian,Pazza on Porter,551.0675928481039,107 Porter St,4.0,9.0,-71.03977829217911,42.36884408289836
67,lounges,Lounges,Pazza on Porter,551.0675928481039,107 Porter St,4.0,9.0,-71.03977829217911,42.36884408289836
68,pizza,Pizza,Santarpio's Pizza,561.7748377674851,111 Chelsea St,4.0,9.0,-71.03977829217911,42.36884408289836
69,mexican,Mexican,Santa Fe Burrito Grill - East Boston,298.16856487363964,303 Sumner St,4.5,9.0,-71.03977829217911,42.36884408289836
70,seafood,Seafood,The Daily Catch,1156.8551728617358,65 Atlantic Ave,4.0,9.0,-71.03977829217911,42.36884408289836
71,coffee,Coffee & Tea,Eagle Hill Cafe,346.3192133616803,65 Meridian St,4.5,9.0,-71.03977829217911,42.36884408289836
72,breakfast_brunch,Breakfast & Brunch,Eagle Hill Cafe,346.3192133616803,65 Meridian St,4.5,9.0,-71.03977829217911,42.36884408289836
73,juicebars,Juice Bars & Smoothies,Eagle Hill Cafe,346.3192133616803,65 Meridian St,4.5,9.0,-71.03977829217911,42.36884408289836
74,chinese,Chinese,Hong Kong Harbor Restaurant,45.24535452369151,5 Maverick Sq,3.5,9.0,-71.03977829217911,42.36884408289836
75,mexican,Mexican,La Hacienda Restaurant and Bar,572.0209757150712,150 Meridian St,4.0,9.0,-71.03977829217911,42.36884408289836
76,bars,Bars,La Hacienda Restaurant and Bar,572.0209757150712,150 Meridian St,4.0,9.0,-71.03977829217911,42.36884408289836
77,bakeries,Bakeries,La Sultana Bakery,146.5091367624514,40 Maverick Sq,4.0,9.0,-71.03977829217911,42.36884408289836
78,colombian,Colombian,La Sultana Bakery,146.5091367624514,40 Maverick Sq,4.0,9.0,-71.03977829217911,42.36884408289836
79,african,African,Tawakal Halal Cafe,947.5757334389172,389 Maverick St,5.0,9.0,-71.03977829217911,42.36884408289836
80,halal,Halal,Tawakal Halal Cafe,947.5757334389172,389 Maverick St,5.0,9.0,-71.03977829217911,42.36884408289836
81,somali,Somali,Tawakal Halal Cafe,947.5757334389172,389 Maverick St,5.0,9.0,-71.03977829217911,42.36884408289836
82,seafood,Seafood,il Molo,1017.8070083486124,326 Commercial St,4.5,9.0,-71.03977829217911,42.36884408289836
83,bars,Bars,Boston Sail Loft,1204.476473243953,80 Atlantic Ave,4.5,7.0,-71.039431,42.369536
84,tradamerican,American,Boston Sail Loft,1204.476473243953,80 Atlantic Ave,4.5,7.0,-71.039431,42.369536
85,seafood,Seafood,Boston Sail Loft,1204.476473243953,80 Atlantic Ave,4.5,7.0,-71.039431,42.369536
86,italian,Italian,D'Parma Restaurant,79.69219824112427,182 Sumner St,4.0,7.0,-71.039431,42.369536
87,tradamerican,American,Cunard Tavern,250.1399929470972,24 Orleans St E,3.5,7.0,-71.039431,42.369536
88,gastropubs,Gastropubs,Cunard Tavern,250.1399929470972,24 Orleans St E,3.5,7.0,-71.039431,42.369536
89,beerbar,Beer Bar,Cunard Tavern,250.1399929470972,24 Orleans St E,3.5,7.0,-71.039431,42.369536
90,beer_and_wine,"Beer, Wine & Spirits",The Quiet Few,384.1279875766576,331 Sumner St,4.5,7.0,-71.039431,42.369536
91,burgers,Burgers,The Quiet Few,384.1279875766576,331 Sumner St,4.5,7.0,-71.039431,42.369536
92,cocktailbars,Cocktail Bars,The Quiet Few,384.1279875766576,331 Sumner St,4.5,7.0,-71.039431,42.369536
93,mexican,Mexican,Taco Mex,63.87394482751938,65 Maverick Sq,3.5,7.0,-71.039431,42.369536
94,latin,Latin American,Taco Mex,63.87394482751938,65 Maverick Sq,3.5,7.0,-71.039431,42.369536
95,seafood,Seafood,Taco Mex,63.87394482751938,65 Maverick Sq,3.5,7.0,-71.039431,42.369536
96,italian,Italian,Pazza on Porter,471.6072386395187,107 Porter St,4.0,7.0,-71.039431,42.369536
97,lounges,Lounges,Pazza on Porter,471.6072386395187,107 Porter St,4.0,7.0,-71.039431,42.369536
98,mexican,Mexican,Cactus Mexican Grill,72.71085101986118,44 Maverick Sq,4.0,7.0,-71.039431,42.369536
99,salvadoran,Salvadoran,Cactus Mexican Grill,72.71085101986118,44 Maverick Sq,4.0,7.0,-71.039431,42.369536
100,newamerican,New American,ReelHouse Boston,435.62913412436615,6 New St,3.5,7.0,-71.039431,42.369536
101,seafood,Seafood,ReelHouse Boston,435.62913412436615,6 New St,3.5,7.0,-71.039431,42.369536
102,breakfast_brunch,Breakfast & Brunch,ReelHouse Boston,435.62913412436615,6 New St,3.5,7.0,-71.039431,42.369536
103,coffee,Coffee & Tea,Eagle Hill Cafe,265.3617496895695,65 Meridian St,4.5,7.0,-71.039431,42.369536
104,breakfast_brunch,Breakfast & Brunch,Eagle Hill Cafe,265.3617496895695,65 Meridian St,4.5,7.0,-71.039431,42.369536
105,juicebars,Juice Bars & Smoothies,Eagle Hill Cafe,265.3617496895695,65 Meridian St,4.5,7.0,-71.039431,42.369536
106,pizza,Pizza,Santarpio's Pizza,485.7908442399023,111 Chelsea St,4.0,7.0,-71.039431,42.369536
107,cafes,Cafes,Cafe Iterum,183.04011972352424,11 Father Jacobbe Rd,4.0,7.0,-71.039431,42.369536
108,pizza,Pizza,Mida - East Boston,347.8708184647303,65 Lewis St,4.5,7.0,-71.039431,42.369536
109,italian,Italian,Mida - East Boston,347.8708184647303,65 Lewis St,4.5,7.0,-71.039431,42.369536
110,wine_bars,Wine Bars,Mida - East Boston,347.8708184647303,65 Lewis St,4.5,7.0,-71.039431,42.369536
111,mexican,Mexican,La Hacienda Restaurant and Bar,493.87670648474375,150 Meridian St,4.0,7.0,-71.039431,42.369536
112,bars,Bars,La Hacienda Restaurant and Bar,493.87670648474375,150 Meridian St,4.0,7.0,-71.039431,42.369536
113,seafood,Seafood,The Daily Catch,1225.80475929785,65 Atlantic Ave,4.0,7.0,-71.039431,42.369536
114,bbq,Barbeque,The Smoke Shop BBQ - East Boston,345.24598172355303,45 Lewis St,4.5,7.0,-71.039431,42.369536
115,cocktailbars,Cocktail Bars,The Smoke Shop BBQ - East Boston,345.24598172355303,45 Lewis St,4.5,7.0,-71.039431,42.369536
116,sandwiches,Sandwiches,The Smoke Shop BBQ - East Boston,345.24598172355303,45 Lewis St,4.5,7.0,-71.039431,42.369536
117,bakeries,Bakeries,La Sultana Bakery,64.5546330788301,40 Maverick Sq,4.0,7.0,-71.039431,42.369536
118,colombian,Colombian,La Sultana Bakery,64.5546330788301,40 Maverick Sq,4.0,7.0,-71.039431,42.369536
119,italian,Italian,Rino's Place,1140.5236283089814,258 Saratoga St,4.0,7.0,-71.039431,42.369536
120,chinese,Chinese,Hong Kong Harbor Restaurant,58.82585256778795,5 Maverick Sq,3.5,7.0,-71.039431,42.369536
121,mexican,Mexican,Angela's Cafe - Eagle Hill,1059.052755088659,131 Lexington St,4.0,7.0,-71.039431,42.369536
122,breakfast_brunch,Breakfast & Brunch,Angela's Cafe - Eagle Hill,1059.052755088659,131 Lexington St,4.0,7.0,-71.039431,42.369536
123,juicebars,Juice Bars & Smoothies,East Boston Farm Stand,283.60333392096413,75 Meridian St,4.5,7.0,-71.039431,42.369536
124,markets,Fruits & Veggies,East Boston Farm Stand,283.60333392096413,75 Meridian St,4.5,7.0,-71.039431,42.369536
125,sandwiches,Sandwiches,East Boston Farm Stand,283.60333392096413,75 Meridian St,4.5,7.0,-71.039431,42.369536
126,italian,Italian,Sammy Carlo's Delicatessen & Catering,198.2089055026069,567 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
127,tradamerican,American,Sammy Carlo's Delicatessen & Catering,198.2089055026069,567 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
128,delis,Delis,Sammy Carlo's Delicatessen & Catering,198.2089055026069,567 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
129,latin,Latin American,Rincon Limeño Restaurant,968.7826077664448,409 Chelsea St,4.5,2.0,-71.01619094610214,42.383532520117896
130,peruvian,Peruvian,Rincon Limeño Restaurant,968.7826077664448,409 Chelsea St,4.5,2.0,-71.01619094610214,42.383532520117896
131,mexican,Mexican,Angela's Cafe - Orient Heights,901.0464602778916,1012 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
132,breakfast_brunch,Breakfast & Brunch,Angela's Cafe - Orient Heights,901.0464602778916,1012 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
133,italian,Italian,Luna's Restaurant Italian and Latin Cuisine,668.9329542342672,945 Saratoga St,4.5,2.0,-71.01619094610214,42.383532520117896
134,latin,Latin American,Luna's Restaurant Italian and Latin Cuisine,668.9329542342672,945 Saratoga St,4.5,2.0,-71.01619094610214,42.383532520117896
135,bars,Bars,Luna's Restaurant Italian and Latin Cuisine,668.9329542342672,945 Saratoga St,4.5,2.0,-71.01619094610214,42.383532520117896
136,mexican,Mexican,Taqueria Jalisco,1122.2000935518067,291 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
137,pubs,Pubs,Renegade's Pub,855.2806143139092,1004 Bennington St,4.0,2.0,-71.01619094610214,42.383532520117896
138,burgers,Burgers,Renegade's Pub,855.2806143139092,1004 Bennington St,4.0,2.0,-71.01619094610214,42.383532520117896
139,icecream,Ice Cream & Frozen Yogurt,Frio Rico,947.21733426514,360 R Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
140,intlgrocery,International Grocery,Frio Rico,947.21733426514,360 R Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
141,peruvian,Peruvian,Frio Rico,947.21733426514,360 R Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
142,vietnamese,Vietnamese,New Saigon,792.2973803556117,985 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
143,seafood,Seafood,Royal Roast Beef & Seafood,494.1462985703845,752 Bennington St,4.0,2.0,-71.01619094610214,42.383532520117896
144,tradamerican,American,Royal Roast Beef & Seafood,494.1462985703845,752 Bennington St,4.0,2.0,-71.01619094610214,42.383532520117896
145,sushi,Sushi Bars,Sunny Cafe,850.3713562492152,1000 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
146,chinese,Chinese,Little Asia Restaurant,810.8113406183519,991 Bennington St,4.0,2.0,-71.01619094610214,42.383532520117896
147,localflavor,Local Flavor,East Boston,105.56012980032048,600 Bennington St,4.5,2.0,-71.01619094610214,42.383532520117896
148,dominican,Dominican,Pikalo Empanada,1069.4154904016398,386 Chelsea St,4.5,2.0,-71.01619094610214,42.383532520117896
149,sandwiches,Sandwiches,Pikalo Empanada,1069.4154904016398,386 Chelsea St,4.5,2.0,-71.01619094610214,42.383532520117896
150,empanadas,Empanadas,Pikalo Empanada,1069.4154904016398,386 Chelsea St,4.5,2.0,-71.01619094610214,42.383532520117896
151,hotdog,Hot Dogs,Perros Paisas,970.2750051128376,350 Bennington St,5.0,2.0,-71.01619094610214,42.383532520117896
152,tradamerican,American,Perros Paisas,970.2750051128376,350 Bennington St,5.0,2.0,-71.01619094610214,42.383532520117896
153,hotdogs,Fast Food,Perros Paisas,970.2750051128376,350 Bennington St,5.0,2.0,-71.01619094610214,42.383532520117896
154,mexican,Mexican,Mi Pueblito Orient Heights,744.1803527155512,964 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
155,seafood,Seafood,Mi Pueblito Orient Heights,744.1803527155512,964 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
156,breakfast_brunch,Breakfast & Brunch,Mi Pueblito Orient Heights,744.1803527155512,964 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
157,pizza,Pizza,DaCoopas Pizza,982.9776463153988,474 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
158,sandwiches,Sandwiches,DaCoopas Pizza,982.9776463153988,474 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
159,hotdogs,Fast Food,DaCoopas Pizza,982.9776463153988,474 Saratoga St,3.5,2.0,-71.01619094610214,42.383532520117896
160,delis,Delis,Milano's Delicatessen,823.2562009928063,978 Saratoga St,4.0,2.0,-71.01619094610214,42.383532520117896
161,pizza,Pizza,Milano's Delicatessen,823.2562009928063,978 Saratoga St,4.0,2.0,-71.01619094610214,42.383532520117896
162,coffee,Coffee & Tea,Milano's Delicatessen,823.2562009928063,978 Saratoga St,4.0,2.0,-71.01619094610214,42.383532520117896
163,convenience,Convenience Stores,Richdale Convenience Store,44.340318722272585,120 Byron St,1.5,2.0,-71.01619094610214,42.383532520117896
164,coffee,Coffee & Tea,Richdale Convenience Store,44.340318722272585,120 Byron St,1.5,2.0,-71.01619094610214,42.383532520117896
165,peruvian,Peruvian,Pollos A La Brasa El Chalan,986.101192226722,405 Chelsea St,3.5,2.0,-71.01619094610214,42.383532520117896
166,latin,Latin American,Pollos A La Brasa El Chalan,986.101192226722,405 Chelsea St,3.5,2.0,-71.01619094610214,42.383532520117896
167,desserts,Desserts,Saratoga Market Ice Cream,513.3066010611275,16 Trident St,4.5,2.0,-71.01619094610214,42.383532520117896
168,icecream,Ice Cream & Frozen Yogurt,Saratoga Market Ice Cream,513.3066010611275,16 Trident St,4.5,2.0,-71.01619094610214,42.383532520117896
169,mexican,Mexican,La Hacienda Restaurant and Bar,158.9416857233076,150 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
170,bars,Bars,La Hacienda Restaurant and Bar,158.9416857233076,150 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
171,italian,Italian,Pazza on Porter,409.51100753707135,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
172,lounges,Lounges,Pazza on Porter,409.51100753707135,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
173,newamerican,New American,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
174,seafood,Seafood,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
175,breakfast_brunch,Breakfast & Brunch,ReelHouse Boston,375.0337061782411,6 New St,3.5,7.0,-71.0410200806291,42.373312125824704
176,pizza,Pizza,Santarpio's Pizza,475.2697557220996,111 Chelsea St,4.0,7.0,-71.0410200806291,42.373312125824704
177,coffee,Coffee & Tea,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
178,breakfast_brunch,Breakfast & Brunch,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
179,juicebars,Juice Bars & Smoothies,Eagle Hill Cafe,235.80201035516288,65 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
180,colombian,Colombian,El Peñol,421.59299356942944,54 Bennington St,4.5,7.0,-71.0410200806291,42.373312125824704
181,bakeries,Bakeries,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
182,salvadoran,Salvadoran,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
183,mexican,Mexican,Bono Restaurant and Catering,371.4870383694437,271 Meridian St,5.0,7.0,-71.0410200806291,42.373312125824704
184,latin,Latin American,Topacio Restaurant,153.27298795381702,120 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
185,tacos,Tacos,Topacio Restaurant,153.27298795381702,120 Meridian St,4.0,7.0,-71.0410200806291,42.373312125824704
186,italian,Italian,D'Parma Restaurant,448.15032646822783,182 Sumner St,4.0,7.0,-71.0410200806291,42.373312125824704
187,italian,Italian,Rino's Place,911.3553277378132,258 Saratoga St,4.0,7.0,-71.0410200806291,42.373312125824704
188,italian,Italian,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
189,sandwiches,Sandwiches,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
190,salad,Salad,Meridian Food Market,176.1067950318253,121 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
191,juicebars,Juice Bars & Smoothies,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
192,markets,Fruits & Veggies,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
193,sandwiches,Sandwiches,East Boston Farm Stand,228.49787245911617,75 Meridian St,4.5,7.0,-71.0410200806291,42.373312125824704
194,mexican,Mexican,Cactus Mexican Grill,382.07743203250425,44 Maverick Sq,4.0,7.0,-71.0410200806291,42.373312125824704
195,salvadoran,Salvadoran,Cactus Mexican Grill,382.07743203250425,44 Maverick Sq,4.0,7.0,-71.0410200806291,42.373312125824704
196,pizza,Pizza,Dirty Water Dough,203.4662911981393,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
197,salad,Salad,Dirty Water Dough,203.4662911981393,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
198,sandwiches,Sandwiches,Dirty Water Dough,203.4662911981393,20 Maverick St,4.0,7.0,-71.0410200806291,42.373312125824704
199,bars,Bars,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
200,newamerican,New American,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
201,seafood,Seafood,Pier 6 Boston Waterfront,737.0831154739603,1 8th St,3.5,7.0,-71.0410200806291,42.373312125824704
202,mexican,Mexican,Angela's Cafe - Eagle Hill,758.0878871081896,131 Lexington St,4.0,7.0,-71.0410200806291,42.373312125824704
203,breakfast_brunch,Breakfast & Brunch,Angela's Cafe - Eagle Hill,758.0878871081896,131 Lexington St,4.0,7.0,-71.0410200806291,42.373312125824704
204,mexican,Mexican,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
205,salvadoran,Salvadoran,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
206,seafood,Seafood,Mi Pueblito Restaurant,642.9234061104327,333 Border St,4.0,7.0,-71.0410200806291,42.373312125824704
207,seafood,Seafood,il Molo,1216.9348581316349,326 Commercial St,4.5,7.0,-71.0410200806291,42.373312125824704
208,pubs,Pubs,Kelley Square Pub,542.8324003946183,84 Bennington St,4.0,7.0,-71.0410200806291,42.373312125824704
209,tradamerican,American,Kelley Square Pub,542.8324003946183,84 Bennington St,4.0,7.0,-71.0410200806291,42.373312125824704
210,pizza,Pizza,Kelley Square Pub,542.8324003946183,84 Bennington St,4.0,7.0,-71.0410200806291,42.373312125824704
211,speakeasies,Speakeasies,Next Door Speakeasy & Raw Bar,407.2040665025496,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
212,raw_food,Live/Raw Food,Next Door Speakeasy & Raw Bar,407.2040665025496,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
213,cocktailbars,Cocktail Bars,Next Door Speakeasy & Raw Bar,407.2040665025496,107 Porter St,4.0,7.0,-71.0410200806291,42.373312125824704
214,breakfast_brunch,Breakfast & Brunch,Evergreen Eatery,51.05131851129228,154 Green St,4.5,19.0,-71.107341,42.310579
215,tradamerican,American,Evergreen Eatery,51.05131851129228,154 Green St,4.5,19.0,-71.107341,42.310579
216,gastropubs,Gastropubs,The Haven,473.38779724233217,284 Amory St,4.5,19.0,-71.107341,42.310579
217,scottish,Scottish,The Haven,473.38779724233217,284 Amory St,4.5,19.0,-71.107341,42.310579
218,fishnchips,Fish & Chips,The Haven,473.38779724233217,284 Amory St,4.5,19.0,-71.107341,42.310579
219,mexican,Mexican,Chilacates Mexican Street Food,733.0321193608157,224 Amory St,4.5,19.0,-71.107341,42.310579
